Taxpayer Number,Taxpayer Name,Taxpayer Address,Taxpayer City,Taxpayer State,Taxpayer Zip,Taxpayer County,Location Number,Location Name,Location Address,Location City,Location State,Location Zip,Location County,Inside/Outside City Limits,TABC Permit Number,Responsibility Begin Date,Responsibility End Date,Obligation End Date,Liquor Receipts,Wine Receipts,Beer Receipts,Cover Charge Receipts,Total Receipts
32063982477,SUNSET PATIO LOUNGE LLC,155 BIRDSALL ST APT 403,HOUSTON,TX,77007,101,1,SUNSET PATIO LOUNGE,2119 DALLAS ST STE D,HOUSTON,TX,77003,101,Y,MB1049172,04/01/2019,,09/30/2019,0,0,0,0,0
10435858294,"LEVY PREMIUM FOODSERVICE, L.L.C.",980 N MICHIGAN AVE STE 400,CHICAGO,IL,60611,0,21,LEVY RESTAURANTS AT DYNAMO STADIUM,2200 TEXAS ST,HOUSTON,TX,77003,101,Y,MB805005,08/01/2018,,10/31/2019,15587,2756,73875,0,92218
32046638105,"HOUSTON GROOVES, LLC",2300 PIERCE ST,HOUSTON,TX,77003,101,1,GROOVES OF HOUSTON,2300 PIERCE ST,HOUSTON,TX,77003,101,Y,MB776942,05/25/2012,,04/30/2019,47814,211,4559,0,52584
32061321355,"VOODOO QUEEN, LLC",322 MILBY ST,HOUSTON,TX,77003,101,1,VOODOO QUEEN,322 MILBY ST,HOUSTON,TX,77003,101,Y,MB995514,09/27/2017,,04/30/2019,56354,135,20641,0,77130
32062971299,"AGRICOLE EAST END COLLECTIVE, LLC",1401 MCKINNEY ST STE 1700,HOUSTON,TX,77010,101,1,INDIANOLA/MISS CAROUSEL/VINNEY'S,1201 ST EMANUEL ST,HOUSTON,TX,77003,101,Y,MB1033612,10/12/2018,,04/30/2019,103564,38381,12446,0,154391
32056625836,"FOOD MADE FROM SCRATCH, LLC",11600 MENCHACA RD STE A,AUSTIN,TX,78748,227,4,SOUTH SIDE FLYING PIZZA NAVIGATION,2240 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB1057395,06/17/2019,,09/30/2021,832,0,2660,0,3492
32064175881,"LEELAND HOUSE, L.L.C.",5746 LARKIN ST,HOUSTON,TX,77007,101,1,LEELAND HOUSE,2119 LEELAND ST,HOUSTON,TX,77003,101,Y,MB996159,10/03/2017,,05/31/2020,996,2350,60,0,3406
12028659519,"BIG CITY ENTERTAINMENT, LP",813 ST EMANUEL ST,HOUSTON,TX,77003,101,1,WAREHOUSE LIVE,813 SAINT EMANUEL ST,HOUSTON,TX,77003,101,Y,MB619518,02/07/2006,,06/30/2019,77963,41485,2446,0,121894
32063879681,EADO ENTERTAINMENT  LLC,319 MILBY ST,HOUSTON,TX,77003,101,1,WHITE RHINO CANTINA,319 MILBY ST,HOUSTON,TX,77003,101,Y,MB1017950,06/08/2018,,09/30/2021,45979,635,9867,0,56481
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,11/30/2012,3440,2321,2376,0,8137
32062106995,SPORTS CREEK BEVERAGES LLC,2619 POLK ST,HOUSTON,TX,77003,101,1,SPORTS CREEK BEVERAGES LLC,2619 POLK ST,HOUSTON,TX,77003,101,Y,MB1101385,11/18/2020,,09/30/2021,8508,92,7518,0,16118
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,06/30/2012,3280,1707,2327,0,7314
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,08/31/2007,1641,1469,1515,0,4625
32059765654,"LETS EADO IT, LLC",5601 SEARS ST STE B,DALLAS,TX,75206,57,1,TRUCK YARD,2118 LAMAR ST STE 150,HOUSTON,TX,77003,101,Y,MB967071,12/19/2016,,06/30/2019,253971,17107,212922,0,484000
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,05/31/2010,1865,1290,1347,0,4502
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,08/31/2017,3940,2396,1299,0,7635
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,06/30/2019,5554,2869,3127,0,11550
32048012549,"EL TIEMPO ELMDALE, LLC",602 SAWYER ST STE 110,HOUSTON,TX,77007,101,1,EL TIEMPO CANTINA NAVIGATION,2814 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB832403,02/21/2013,,05/31/2020,60450,793,6882,0,68125
32062971299,"AGRICOLE EAST END COLLECTIVE, LLC",1401 MCKINNEY ST STE 1700,HOUSTON,TX,77010,101,1,INDIANOLA/MISS CAROUSEL/VINNEY'S,1201 ST EMANUEL ST,HOUSTON,TX,77003,101,Y,MB1033612,10/12/2018,,08/31/2019,145469,56990,14438,0,216897
32055442225,"EADOLOUNGE, LLC",903 HUTCHINS ST,HOUSTON,TX,77003,101,1,KINGS COURT BAR & KITCHEN,903 HUTCHINS ST,HOUSTON,TX,77003,101,Y,MB915760,07/30/2015,,08/31/2019,14886,269,24005,0,39160
32062971299,"AGRICOLE EAST END COLLECTIVE, LLC",1401 MCKINNEY ST STE 1700,HOUSTON,TX,77010,101,1,INDIANOLA/MISS CAROUSEL/VINNEY'S,1201 ST EMANUEL ST,HOUSTON,TX,77003,101,Y,MB1033612,10/12/2018,,09/30/2021,51271,6136,6260,0,63667
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,09/30/2012,1915,2259,1255,0,5429
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,02/28/2015,7439,3715,3744,0,14898
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,05/31/2019,145176,12810,161475,0,319461
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,06/30/2017,259570,27011,24345,0,310926
32055442225,"EADOLOUNGE, LLC",903 HUTCHINS ST,HOUSTON,TX,77003,101,1,KINGS COURT BAR & KITCHEN,903 HUTCHINS ST,HOUSTON,TX,77003,101,Y,MB915760,07/30/2015,,03/31/2020,4794,153,6235,0,11182
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,07/31/2016,0,0,0,0,0
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,01/31/2018,228267,37025,14464,0,279756
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,05/31/2017,11811,2932,2447,0,17190
32056024089,THE SECRET GROUP LLC,2101 POLK ST STE A,HOUSTON,TX,77003,101,1,THE SECRET GROUP,2101 POLK ST STE A,HOUSTON,TX,77003,101,Y,MB920851,09/17/2015,,05/31/2019,40323,527,21993,0,62843
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,05/31/2019,67821,3289,13768,0,84878
32075665532,"TEXAS TAILGATE SPORTS BAR AND GRILL, LLC",2401 TEXAS ST,HOUSTON,TX,77003,101,1,TEXAS TAILGATE SPORTS BAR AND GRILL,2401 TEXAS ST,HOUSTON,TX,77003,101,Y,MB1121887,06/11/2021,,09/30/2021,36167,921,36115,0,73203
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,09/30/2016,0,0,0,0,0
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,05/31/2020,406,338,215,0,959
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,09/30/2018,107599,24600,13364,0,145563
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,04/30/2019,37652,5914,5636,0,49202
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,01/31/2017,0,0,0,0,0
32055442225,"EADOLOUNGE, LLC",903 HUTCHINS ST,HOUSTON,TX,77003,101,1,KINGS COURT BAR & KITCHEN,903 HUTCHINS ST,HOUSTON,TX,77003,101,Y,MB915760,07/30/2015,,02/29/2020,10860,95,14173,0,25128
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,07/31/2017,355577,46202,22630,0,424409
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,12/31/2018,152696,15576,41131,0,209403
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,07/31/2018,169468,26492,20672,0,216632
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,08/31/2016,0,0,0,0,0
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,03/31/2018,165615,31003,14683,0,211301
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,02/28/2019,61507,7037,7568,0,76112
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,12/31/2016,0,0,0,0,0
17419812965,MERIDA INC.,2509 NAVIGATION BLVD,HOUSTON,TX,77003,101,1,MERIDA RESTAURANT,2509 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB117478,12/01/1993,,09/30/2021,3078,84,973,0,4135
32075257504,"HCG III OPERATIONS, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,10/09/2020,,09/30/2021,2129,1318,1098,0,4545
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,12/31/2017,410735,79653,20795,0,511183
32070697928,NAVIGATION VENTURES LLC,3701 N MAIN ST,HOUSTON,TX,77009,101,1,FITZCARRALDO,3517 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB1105033,01/04/2021,,08/31/2021,40670,1550,8062,0,50282
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,10/31/2018,132130,16083,14312,0,162525
32063879681,EADO ENTERTAINMENT  LLC,319 MILBY ST,HOUSTON,TX,77003,101,1,WHITE RHINO CANTINA,319 MILBY ST,HOUSTON,TX,77003,101,Y,MB1017950,06/08/2018,,09/30/2019,0,0,0,0,0
32068875288,"3107 LEELAND, INC.",3107 LEELAND ST,HOUSTON,TX,77003,101,1,THE WINE HOUSE,3107 LEELAND ST,HOUSTON,TX,77003,101,Y,NB1045987,02/27/2019,,04/30/2019,0,0,0,0,0
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,04/30/2018,140566,26289,11597,0,178452
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,02/28/2017,0,0,0,0,0
32068663635,"SQUEALING PIGS DOWNTOWN #1, LLC.",PO BOX 1047,RICHMOND,TX,77406,79,1,ACADIAN COAST,2929 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB1097648,09/28/2020,,09/30/2021,24776,3685,3480,0,31941
32058763957,FREE RANGE HCC LLC,2929 CARLISLE ST STE 200,DALLAS,TX,75204,57,1,FREE RANGE HCC LLC,1836 POLK ST,HOUSTON,TX,77003,101,Y,MB1015645,05/17/2018,,05/31/2020,94019,13983,36245,0,144247
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,11/30/2017,316188,56337,18862,0,391387
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,03/31/2017,0,0,0,0,0
32063465598,"M MELENDEZ, INC.",11243 SHARPCREST ST,HOUSTON,TX,77072,101,1,EL CHARRO MEXICAN BAR & GRILL,3801 HARRISBURG BLVD,HOUSTON,TX,77003,101,Y,MB989788,07/31/2017,,05/31/2020,7981,6,1847,0,9834
10435858294,"LEVY PREMIUM FOODSERVICE, L.L.C.",980 N MICHIGAN AVE STE 400,CHICAGO,IL,60611,0,21,LEVY RESTAURANTS AT DYNAMO STADIUM,2200 TEXAS ST,HOUSTON,TX,77003,101,Y,MB805005,08/01/2018,,05/31/2020,0,0,0,0,0
32062604916,"HUSTLE AT 2704 GROUP, LP",2117 EVERETT ST,HOUSTON,TX,77009,101,1,NANCY'S HUSTLE,2704 POLK ST STE A,HOUSTON,TX,77003,101,Y,MB995444,09/26/2017,,01/31/2019,39746,57392,3302,0,100440
32063879681,EADO ENTERTAINMENT  LLC,319 MILBY ST,HOUSTON,TX,77003,101,1,WHITE RHINO CANTINA,319 MILBY ST,HOUSTON,TX,77003,101,Y,MB1017950,06/08/2018,,01/31/2019,0,0,0,0,0
12049269280,"ORIGINAL NINFA'S, L.P.",1050 N POST OAK RD STE 200,HOUSTON,TX,77055,101,1,NINFA'S ON NAVIGATION,2704 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB639140,09/13/2006,,01/31/2019,139692,6845,20546,0,167083
17419812965,MERIDA INC.,2509 NAVIGATION BLVD,HOUSTON,TX,77003,101,1,MERIDA RESTAURANT,2509 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB117478,12/01/1993,,05/31/2020,2026,16,552,0,2594
32062865129,LINE EXPO LLC,657 HERITAGE SPRINGS TRL,ROUND ROCK,TX,78664,246,1,LINE EXPO EASTSIDE GASTROPUB,2106 DALLAS ST STE 110,HOUSTON,TX,77003,101,Y,MB1008931,03/05/2018,01/27/2020,07/31/2019,0,0,0,0,0
32056625836,"FOOD MADE FROM SCRATCH, LLC",11600 MENCHACA RD STE A,AUSTIN,TX,78748,227,4,SOUTH SIDE FLYING PIZZA NAVIGATION,2240 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB1057395,06/17/2019,,05/31/2020,92,4,281,0,377
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,01/31/2016,4614,3295,2689,0,10598
32056024089,THE SECRET GROUP LLC,2101 POLK ST STE A,HOUSTON,TX,77003,101,1,THE SECRET GROUP,2101 POLK ST STE A,HOUSTON,TX,77003,101,Y,MB920851,09/17/2015,,09/30/2021,47992,62,25275,0,73329
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,06/30/2018,0,0,0,0,0
32056024089,THE SECRET GROUP LLC,2101 POLK ST STE A,HOUSTON,TX,77003,101,1,THE SECRET GROUP,2101 POLK ST STE A,HOUSTON,TX,77003,101,Y,MB920851,09/17/2015,,09/30/2020,0,0,0,0,0
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,06/30/2008,1722,1156,1538,0,4416
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,01/31/2015,4025,3689,2442,0,10156
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,11/30/2017,0,0,0,0,0
17421090394,"BLACK UNITED FUND OF TEXAS, INC.",1051 COTTAGE OAK LN,HOUSTON,TX,77091,101,1,JUNETEENTH CELEBRATION FUNDRAISER,1730 JEFFERSON ST,HOUSTON,TX,77003,101,Y,TB791822,06/19/2009,06/19/2009,06/30/2009,0,0,0,0,0
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,05/31/2018,0,0,0,0,0
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,09/30/2017,5989,0,0,0,5989
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,08/31/2018,12630,0,0,0,12630
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,10/31/2018,13895,0,0,0,13895
32048012549,"EL TIEMPO ELMDALE, LLC",602 SAWYER ST STE 110,HOUSTON,TX,77007,101,1,EL TIEMPO CANTINA NAVIGATION,2814 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB832403,02/21/2013,,03/31/2020,57928,1926,10202,0,70056
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,09/30/2021,110328,5709,130507,0,246544
32056024089,THE SECRET GROUP LLC,2101 POLK ST STE A,HOUSTON,TX,77003,101,1,THE SECRET GROUP,2101 POLK ST STE A,HOUSTON,TX,77003,101,Y,MB920851,09/17/2015,,10/31/2019,33869,585,18626,0,53080
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,02/28/2017,10338,0,0,0,10338
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,05/31/2016,1724,3187,1176,0,6087
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,11/30/2011,3239,2195,1560,0,6994
12028659519,"BIG CITY ENTERTAINMENT, LP",813 ST EMANUEL ST,HOUSTON,TX,77003,101,1,WAREHOUSE LIVE,813 SAINT EMANUEL ST,HOUSTON,TX,77003,101,Y,MB619518,02/07/2006,,09/30/2020,3030,111,3203,0,6344
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,02/28/2014,3751,2835,2461,0,9047
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,01/31/2020,4406,2538,2567,0,9511
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,05/31/2017,7496,0,0,0,7496
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,05/31/2020,1441,297,644,0,2382
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,02/28/2018,0,0,0,0,0
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,06/30/2017,6099,0,0,0,6099
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,12/31/2008,6606,2955,3033,0,12594
32058921159,EADO ENTERPRISES GROUP LLC,5757 FLEWELLEN OAKS LN STE 701,FULSHEAR,TX,77441,79,1,CHAPAMN & KIRBY,2118 LAMAR ST STE 100,HOUSTON,TX,77003,101,Y,MB950122,07/07/2016,,01/31/2019,59505,12074,7959,0,79538
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,11/30/2018,5812,0,0,0,5812
10435858294,"LEVY PREMIUM FOODSERVICE, L.L.C.",980 N MICHIGAN AVE STE 400,CHICAGO,IL,60611,0,21,LEVY RESTAURANTS AT DYNAMO STADIUM,2200 TEXAS ST,HOUSTON,TX,77003,101,Y,MB805005,08/01/2018,,03/31/2020,384,170,100,0,654
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,10/31/2019,3595,974,1974,0,6543
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,01/31/2014,4362,2572,2678,0,9612
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,12/31/2018,10326,0,0,0,10326
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,04/30/2013,3796,2376,3307,0,9479
32058763957,FREE RANGE HCC LLC,2929 CARLISLE ST STE 200,DALLAS,TX,75204,57,1,FREE RANGE HCC LLC,1836 POLK ST,HOUSTON,TX,77003,101,Y,MB1015645,05/17/2018,,03/31/2020,126153,18786,77980,0,222919
32052020354,"TEXAS STREET-ISH HOLDINGS, LLC",2201 DALLAS ST,HOUSTON,TX,77003,101,3,8TH WONDER DISTILLERY,1111A HUTCHINS ST,HOUSTON,TX,77003,101,Y,D 955055,01/12/2017,,08/31/2017,5224,0,0,0,5224
