Taxpayer Number,Taxpayer Name,Taxpayer Address,Taxpayer City,Taxpayer State,Taxpayer Zip,Taxpayer County,Location Number,Location Name,Location Address,Location City,Location State,Location Zip,Location County,Inside/Outside City Limits,TABC Permit Number,Responsibility Begin Date,Responsibility End Date,Obligation End Date,Liquor Receipts,Wine Receipts,Beer Receipts,Cover Charge Receipts,Total Receipts
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,12/31/2009,13596,9617,6088,0,29301
32052228668,"COMPUGLOBALHYPERMEGANET, LLC",2006 WALKER ST,HOUSTON,TX,77003,101,1,NEIL'S BAHR,2006 WALKER ST,HOUSTON,TX,77003,101,Y,MB866186,03/12/2014,,09/30/2020,7016,0,3997,0,11013
32020317973,GRUMPY JACK'S INC,1511 NORTH BLVD,HOUSTON,TX,77006,101,1,J-M BBQ,2201 LEELAND ST,HOUSTON,TX,77003,101,Y,MB1110292,02/25/2021,,08/31/2021,0,0,0,0,0
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,09/30/2010,2338,2303,1413,0,6054
32059765654,"LETS EADO IT, LLC",5601 SEARS ST STE B,DALLAS,TX,75206,57,1,TRUCK YARD,2118 LAMAR ST STE 150,HOUSTON,TX,77003,101,Y,MB967071,12/19/2016,,01/31/2018,0,0,0,0,0
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,03/31/2009,5246,7443,6565,0,19254
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,03/31/2013,4988,4092,3478,0,12558
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,10/31/2016,7130,3618,3436,0,14184
12049269280,"ORIGINAL NINFA'S, L.P.",1050 N POST OAK RD STE 200,HOUSTON,TX,77055,101,1,NINFA'S ON NAVIGATION,2704 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB639140,09/13/2006,,05/31/2018,201635,8376,31888,0,241899
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,06/30/2009,7112,5181,5000,0,17293
32062604916,"HUSTLE AT 2704 GROUP, LP",2117 EVERETT ST,HOUSTON,TX,77009,101,1,NANCY'S HUSTLE,2704 POLK ST STE A,HOUSTON,TX,77003,101,Y,MB995444,09/26/2017,,05/31/2018,36014,58202,3916,0,98132
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,12/31/2016,13315,5408,4122,0,22845
32041160378,"LW EAST END, LP",720 SHEPHERD DR,HOUSTON,TX,77007,101,1,LITTLE WOODROW'S EAST END,2019 WALKER ST,HOUSTON,TX,77003,101,Y,MB748290,05/14/2010,05/31/2016,01/31/2013,18864,895,34614,0,54373
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,03/31/2018,6190,3665,3123,0,12978
32062497428,"LUCKY'S LODGE, LLC",8423 WESTVIEW DR,HOUSTON,TX,77055,101,1,LUCKY'S LODGE,2024 RUSK ST,HOUSTON,TX,77003,101,Y,MB987157,06/30/2017,,05/31/2018,13970,794,6732,0,21496
32063465598,"M MELENDEZ, INC.",11243 SHARPCREST ST,HOUSTON,TX,77072,101,1,EL CHARRO MEXICAN BAR & GRILL,3801 HARRISBURG BLVD,HOUSTON,TX,77003,101,Y,MB989788,07/31/2017,,05/31/2018,6992,0,0,0,6992
32041160378,"LW EAST END, LP",720 SHEPHERD DR,HOUSTON,TX,77007,101,1,LITTLE WOODROW'S EAST END,2019 WALKER ST,HOUSTON,TX,77003,101,Y,MB748290,05/14/2010,05/31/2016,03/31/2014,43054,870,60324,0,104248
32059765654,"LETS EADO IT, LLC",5601 SEARS ST STE B,DALLAS,TX,75206,57,1,TRUCK YARD,2118 LAMAR ST STE 150,HOUSTON,TX,77003,101,Y,MB967071,12/19/2016,,10/31/2017,0,0,0,0,0
32056024089,THE SECRET GROUP LLC,2101 POLK ST STE A,HOUSTON,TX,77003,101,1,THE SECRET GROUP,2101 POLK ST STE A,HOUSTON,TX,77003,101,Y,MB920851,09/17/2015,,05/31/2018,32907,182,10461,0,43550
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,02/28/2007,4831,5344,4861,0,15036
32041160378,"LW EAST END, LP",720 SHEPHERD DR,HOUSTON,TX,77007,101,1,LITTLE WOODROW'S EAST END,2019 WALKER ST,HOUSTON,TX,77003,101,Y,MB748290,05/14/2010,05/31/2016,03/31/2013,37622,1025,63999,0,102646
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,07/31/2018,5267,4490,2900,0,12657
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,01/31/2011,5619,5855,4840,0,16314
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,10/31/2010,5879,6136,5483,0,17498
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,01/31/2018,7174,3949,3257,0,14380
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,03/31/2013,7417,5192,5689,0,18298
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,04/30/2014,5774,5659,3759,0,15192
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,01/31/2017,7129,3872,2918,0,13919
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,05/31/2013,6871,5212,5630,0,17713
32061321355,"VOODOO QUEEN, LLC",322 MILBY ST,HOUSTON,TX,77003,101,1,VOODOO QUEEN,322 MILBY ST,HOUSTON,TX,77003,101,Y,MB995514,09/27/2017,,05/31/2018,59280,324,23739,0,83343
32041160378,"LW EAST END, LP",720 SHEPHERD DR,HOUSTON,TX,77007,101,1,LITTLE WOODROW'S EAST END,2019 WALKER ST,HOUSTON,TX,77003,101,Y,MB748290,05/14/2010,05/31/2016,06/30/2013,36388,731,58840,0,95959
12028659519,"BIG CITY ENTERTAINMENT, LP",813 ST EMANUEL ST,HOUSTON,TX,77003,101,1,WAREHOUSE LIVE,813 SAINT EMANUEL ST,HOUSTON,TX,77003,101,Y,MB619518,02/07/2006,,05/31/2018,37760,4397,18820,0,60977
32059765654,"LETS EADO IT, LLC",5601 SEARS ST STE B,DALLAS,TX,75206,57,1,TRUCK YARD,2118 LAMAR ST STE 150,HOUSTON,TX,77003,101,Y,MB967071,12/19/2016,,04/30/2018,0,0,0,0,0
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,01/31/2010,6593,6349,4786,0,17728
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,03/31/2017,8550,3277,3137,0,14964
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,12/31/2013,25488,6540,5461,0,37489
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,04/30/2013,5277,4860,4543,0,14680
32041160378,"LW EAST END, LP",720 SHEPHERD DR,HOUSTON,TX,77007,101,1,LITTLE WOODROW'S EAST END,2019 WALKER ST,HOUSTON,TX,77003,101,Y,MB748290,05/14/2010,05/31/2016,10/31/2012,28713,1064,51285,0,81062
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,12/31/2013,7353,4591,3561,0,15505
32048012549,"EL TIEMPO ELMDALE, LLC",602 SAWYER ST STE 110,HOUSTON,TX,77007,101,1,EL TIEMPO CANTINA NAVIGATION,2814 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB832403,02/21/2013,,05/31/2018,132614,4326,24574,0,161514
32046638105,"HOUSTON GROOVES, LLC",2300 PIERCE ST,HOUSTON,TX,77003,101,1,GROOVES OF HOUSTON,2300 PIERCE ST,HOUSTON,TX,77003,101,Y,MB776942,05/25/2012,,05/31/2018,44680,326,3912,0,48918
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,02/28/2015,7259,5396,4893,0,17548
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,03/31/2012,5810,4530,4052,0,14392
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,05/31/2015,8035,5461,5518,0,19014
32059765654,"LETS EADO IT, LLC",5601 SEARS ST STE B,DALLAS,TX,75206,57,1,TRUCK YARD,2118 LAMAR ST STE 150,HOUSTON,TX,77003,101,Y,MB967071,12/19/2016,,04/30/2017,0,0,0,0,0
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,12/31/2011,10427,10059,6830,0,27316
32059765654,"LETS EADO IT, LLC",5601 SEARS ST STE B,DALLAS,TX,75206,57,1,TRUCK YARD,2118 LAMAR ST STE 150,HOUSTON,TX,77003,101,Y,MB967071,12/19/2016,,09/30/2017,0,0,0,0,0
32041160378,"LW EAST END, LP",720 SHEPHERD DR,HOUSTON,TX,77007,101,1,LITTLE WOODROW'S EAST END,2019 WALKER ST,HOUSTON,TX,77003,101,Y,MB748290,05/14/2010,05/31/2016,05/31/2013,24574,927,47136,0,72637
32062604916,"HUSTLE AT 2704 GROUP, LP",2117 EVERETT ST,HOUSTON,TX,77009,101,1,NANCY'S HUSTLE,2704 POLK ST STE A,HOUSTON,TX,77003,101,Y,MB995444,09/26/2017,,03/31/2020,22440,28195,2835,0,53470
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,03/31/2007,5824,5209,5440,0,16473
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,06/30/2015,6141,4339,4083,0,14563
32059765654,"LETS EADO IT, LLC",5601 SEARS ST STE B,DALLAS,TX,75206,57,1,TRUCK YARD,2118 LAMAR ST STE 150,HOUSTON,TX,77003,101,Y,MB967071,12/19/2016,,12/31/2017,0,0,0,0,0
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,11/30/2017,7299,3933,3917,0,15149
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,08/31/2016,6628,4115,4138,0,14881
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,01/31/2009,2010,1980,1905,0,5895
32059765654,"LETS EADO IT, LLC",5601 SEARS ST STE B,DALLAS,TX,75206,57,1,TRUCK YARD,2118 LAMAR ST STE 150,HOUSTON,TX,77003,101,Y,MB967071,12/19/2016,,12/31/2016,0,0,0,0,0
32055442225,"EADOLOUNGE, LLC",903 HUTCHINS ST,HOUSTON,TX,77003,101,1,KINGS COURT BAR & KITCHEN,903 HUTCHINS ST,HOUSTON,TX,77003,101,Y,MB915760,07/30/2015,,05/31/2018,19847,413,26780,0,47040
32064175881,"LEELAND HOUSE, L.L.C.",5746 LARKIN ST,HOUSTON,TX,77007,101,1,LEELAND HOUSE,2119 LEELAND ST,HOUSTON,TX,77003,101,Y,MB996159,10/03/2017,,05/31/2018,1547,6670,476,0,8693
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,10/31/2013,5754,4642,4116,0,14512
32070697928,NAVIGATION VENTURES LLC,3701 N MAIN ST,HOUSTON,TX,77009,101,1,FITZCARRALDO,3517 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB1105033,01/04/2021,,06/30/2021,10250,1470,7544,0,19264
17419812965,MERIDA INC.,2509 NAVIGATION BLVD,HOUSTON,TX,77003,101,1,MERIDA RESTAURANT,2509 NAVIGATION BLVD,HOUSTON,TX,77003,101,Y,MB117478,12/01/1993,,05/31/2018,3813,143,1380,0,5336
32041160378,"LW EAST END, LP",720 SHEPHERD DR,HOUSTON,TX,77007,101,1,LITTLE WOODROW'S EAST END,2019 WALKER ST,HOUSTON,TX,77003,101,Y,MB748290,05/14/2010,05/31/2016,09/30/2013,32723,992,53842,0,87557
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,04/30/2009,6175,5367,5341,0,16883
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,03/31/2008,6653,5579,5377,0,17609
32052228668,"COMPUGLOBALHYPERMEGANET, LLC",2006 WALKER ST,HOUSTON,TX,77003,101,1,NEIL'S BAHR,2006 WALKER ST,HOUSTON,TX,77003,101,Y,MB866186,03/12/2014,,05/31/2018,45158,218,38270,0,83646
32058687347,"LW EAST END - LW, LLC",3711 BRIARPARK DR STE 300,HOUSTON,TX,77042,101,1,LITTLE WOODROW'S EAST END,2019 WALKER ST,HOUSTON,TX,77003,101,Y,MB748290,06/01/2016,,05/31/2018,68838,2779,90692,0,162309
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,05/31/2016,11599,8250,4913,0,24762
32062604916,"HUSTLE AT 2704 GROUP, LP",2117 EVERETT ST,HOUSTON,TX,77009,101,1,NANCY'S HUSTLE,2704 POLK ST STE A,HOUSTON,TX,77003,101,Y,MB995444,09/26/2017,,05/31/2020,0,4978,121,0,5099
32052385906,"AROUND THE CORNER, L.L.C.",1533 W ALABAMA ST STE 100,HOUSTON,TX,77006,101,2,AROUND THE CORNER,1510 HUTCHINS ST,HOUSTON,TX,77003,101,Y,MB905103,04/17/2015,,05/31/2018,36003,10532,13651,0,60186
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,10/31/2007,6433,5215,4928,0,16576
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,06/30/2012,7484,5321,5832,0,18637
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,12/31/2017,10366,5928,5446,0,21740
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,02/28/2018,0,0,0,0,0
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,06/30/2017,0,0,0,0,0
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,04/30/2012,5073,3837,3918,0,12828
32041160378,"LW EAST END, LP",720 SHEPHERD DR,HOUSTON,TX,77007,101,1,LITTLE WOODROW'S EAST END,2019 WALKER ST,HOUSTON,TX,77003,101,Y,MB748290,05/14/2010,05/31/2016,11/30/2012,22907,863,39556,0,63326
32059765654,"LETS EADO IT, LLC",5601 SEARS ST STE B,DALLAS,TX,75206,57,1,TRUCK YARD,2118 LAMAR ST STE 150,HOUSTON,TX,77003,101,Y,MB967071,12/19/2016,,11/30/2017,0,0,0,0,0
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,12/31/2010,16938,7941,6534,0,31413
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,01/31/2018,0,0,0,0,0
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,02/28/2019,5523,2793,2368,0,10684
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,05/31/2012,7188,4994,5185,0,17367
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,04/30/2018,0,0,0,0,0
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,03/31/2015,6929,4956,4467,0,16352
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,02/28/2011,6312,5666,4298,0,16276
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,04/30/2016,4120,1905,2633,0,8658
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,12/31/2015,10164,6346,5169,0,21679
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,04/30/2017,0,0,0,0,0
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,05/31/2017,0,0,0,0,0
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,02/28/2017,0,0,0,0,0
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,03/31/2016,6093,3790,3711,0,13594
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,09/30/2017,0,0,0,0,0
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,08/31/2017,0,0,0,0,0
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,03/31/2017,0,0,0,0,0
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,12/31/2017,0,0,0,0,0
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,05/31/2018,0,0,0,0,0
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,10/31/2011,6476,4957,4177,0,15610
32041160378,"LW EAST END, LP",720 SHEPHERD DR,HOUSTON,TX,77007,101,1,LITTLE WOODROW'S EAST END,2019 WALKER ST,HOUSTON,TX,77003,101,Y,MB748290,05/14/2010,05/31/2016,10/31/2015,66546,1769,94631,0,162946
32059168271,"PITCH 25, LLC",PO BOX 924372,HOUSTON,TX,77292,101,1,PITCH 25,2120 WALKER ST,HOUSTON,TX,77003,101,Y,MB968186,01/05/2017,,03/31/2018,0,0,0,0,0
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,01/31/2009,7444,5915,5224,0,18583
17604784508,"GOLDEN MOUNTAIN, L.P.",4802 GULF FWY,HOUSTON,TX,77023,101,5,KIM SON RESTAURANT,2001 JEFFERSON ST,HOUSTON,TX,77003,101,Y,MB523330,02/01/2007,,02/28/2010,6931,6516,5115,0,18562
17605812878,"HOUSTON CHINA GARDEN II, INC.",1602 LEELAND ST,HOUSTON,TX,77003,101,1,CHINA GARDEN,1602 LEELAND ST,HOUSTON,TX,77003,101,Y,MB113378,09/01/1998,10/08/2020,12/31/2016,5724,3789,3456,0,12969
